Timestamp,Data
2023-08-02 14:14:47.244174,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 14:14:53.892930,-1225	-170	4677	-208	-2	2361
2023-08-02 14:14:53.925054,-546	-371	4900	-320	-651	2037
2023-08-02 14:14:53.957933,-264	-446	5226	-499	-1007	1733
2023-08-02 14:14:53.987082,228	-284	5137	-411	71	1256
2023-08-02 14:14:54.015178,78	-351	4564	105	771	617
2023-08-02 14:14:54.043897,204	-299	4988	123	752	-236
2023-08-02 14:14:54.076946,-920	-739	4759	-246	159	-1012
2023-08-02 14:14:54.109513,-301	-431	4172	-425	-685	-1729
2023-08-02 14:14:54.142504,354	-144	5291	-490	-417	-1862
2023-08-02 14:14:54.171400,17	-496	4980	-230	449	-1745
2023-08-02 14:14:54.203863,-1917	-511	5111	219	380	-1754
2023-08-02 14:14:54.236288,-1474	-576	4710	101	568	-1992
2023-08-02 14:14:54.269572,-1159	-323	5065	-208	-577	-1883
2023-08-02 14:14:54.301722,-549	-431	4624	-563	-606	-1482
2023-08-02 14:14:54.330814,-37	-8	4792	-368	79	-1162
2023-08-02 14:14:54.359082,-156	-239	4900	-60	216	-905
2023-08-02 14:14:54.392665,-1481	-775	4451	315	553	-543
2023-08-02 14:14:54.420819,-1061	-422	4538	322	315	-48
2023-08-02 14:14:54.449828,-555	-428	4388	6	-278	566
2023-08-02 14:14:54.482295,-1196	-636	4812	-527	-538	1369
2023-08-02 14:14:54.515326,-262	-220	4641	-776	-173	1964
2023-08-02 14:14:54.547435,-560	-228	4138	-284	188	2211
2023-08-02 14:14:54.576493,-156	-253	4867	382	114	2171
2023-08-02 14:14:54.605059,166	-326	5429	760	165	1672
2023-08-02 14:14:54.638033,-2665	-553	4771	-177	199	1447
2023-08-02 14:14:54.671056,-754	-403	4919	-548	-431	1165
2023-08-02 14:14:54.699708,6	-505	4704	-763	-409	712
2023-08-02 14:14:54.728329,-422	-467	4535	-325	318	147
2023-08-02 14:14:54.756474,-424	-609	4793	190	478	-509
2023-08-02 14:14:54.789293,-239	-379	4986	114	165	-1021
2023-08-02 14:14:54.818272,222	-44	5064	-153	-38	-880
2023-08-02 14:14:54.851162,-157	-21	4536	-28	-719	-299
2023-08-02 14:14:54.875390,183	155	4506	-744	-53	635
2023-08-02 14:14:54.904394,203	156	4977	-461	15	1104
2023-08-02 14:14:54.937390,-987	-891	4892	-558	620	1200
2023-08-02 14:14:54.965486,-1049	-460	4974	-17	-19	1007
2023-08-02 14:14:54.994699,-858	-369	5416	63	63	750
2023-08-02 14:14:55.026837,-1163	-625	4977	205	-384	442
2023-08-02 14:14:55.055821,-1056	-615	4307	-346	-25	287
2023-08-02 14:14:55.084699,-305	-407	4495	-331	314	23
2023-08-02 14:14:55.117855,225	-554	5559	-108	290	-313
2023-08-02 14:14:55.141955,-133	-384	4505	-1	-1	-1
2023-08-02 14:14:55.166939,82	-101	4538	66	94	-735
2023-08-02 14:14:55.194771,61	-97	4580	-16	-51	-895
2023-08-02 14:14:55.227700,-280	-172	4212	139	-169	-918
2023-08-02 14:14:55.256705,-1911	-738	4359	-18	442	-1099
2023-08-02 14:14:55.289417,-1016	-769	5584	-288	2	-800
2023-08-02 14:14:55.318425,-387	-368	4752	-480	-33	-157
2023-08-02 14:14:55.346429,-10	4	4932	-619	-287	596
2023-08-02 14:14:55.375601,376	-284	5807	-157	87	960
2023-08-02 14:14:55.404246,-422	-26	4204	456	-659	698
2023-08-02 14:14:55.432244,37	-435	4421	-165	240	319
2023-08-02 14:14:55.460761,-177	-663	4525	-151	333	188
2023-08-02 14:14:55.493584,-1011	-707	4943	-297	208	129
2023-08-02 14:14:55.522880,-646	-577	4992	-592	146	443
2023-08-02 14:14:55.555042,-505	-394	5094	-229	-375	810
2023-08-02 14:14:55.584281,-1763	-707	4768	-23	-515	1059
