Timestamp,Data
2023-08-01 09:40:01.602855,162	-66
2023-08-01 09:40:10.372522,-443	3838	632	-166	-1197	147
2023-08-01 09:40:10.401623,-931	3088	641	4	-1257	-160
2023-08-01 09:40:10.434133,-962	1825	566	-99	-1434	-325
2023-08-01 09:40:10.467036,-1469	1828	540	-284	-1468	-170
2023-08-01 09:40:10.499205,-1159	1932	528	-439	-1482	4
2023-08-01 09:40:10.528592,-510	1585	649	-276	-1461	203
2023-08-01 09:40:10.561364,-172	1517	632	-156	-1287	50
2023-08-01 09:40:10.589310,-1108	1916	523	-21	-1446	-278
2023-08-01 09:40:10.626339,-1089	3504	465	-201	-1597	-309
2023-08-01 09:40:10.655154,-1474	4267	518	-334	-1565	-98
2023-08-01 09:40:10.688146,-550	2962	591	-406	-1568	127
2023-08-01 09:40:10.720548,-604	2378	675	-264	-1479	186
2023-08-01 09:40:10.749108,-395	1561	592	-54	-1414	-54
2023-08-01 09:40:10.778342,-375	1715	552	-8	-1615	-283
2023-08-01 09:40:10.810597,-569	1511	645	-243	-1686	-190
2023-08-01 09:40:10.842509,-1002	2104	693	-377	-1668	-5
2023-08-01 09:40:10.876680,-1211	2949	618	-411	-1621	103
2023-08-01 09:40:10.905209,-401	2709	708	-191	-1458	77
2023-08-01 09:40:10.937282,-354	3289	554	-111	-1613	-133
2023-08-01 09:40:10.970260,-291	1715	554	-82	-1570	-327
2023-08-01 09:40:11.003104,-701	1000	547	-278	-1763	-163
2023-08-01 09:40:11.031605,-1254	1286	639	-430	-1631	36
2023-08-01 09:40:11.064678,-543	1893	625	-389	-1590	225
2023-08-01 09:40:11.092585,-1870	2057	633	-141	-1550	23
2023-08-01 09:40:11.125733,-1034	2361	523	-67	-1628	-249
2023-08-01 09:40:11.158516,-693	1995	581	-173	-1672	-356
2023-08-01 09:40:11.191724,-1346	1490	555	-311	-1769	14
2023-08-01 09:40:11.220188,-1296	1298	710	-381	-1650	85
2023-08-01 09:40:11.253290,-867	2242	638	-233	-1467	101
2023-08-01 09:40:11.285349,-369	1662	676	-125	-1624	-51
2023-08-01 09:40:11.314851,-14	1691	597	-99	-1559	-302
2023-08-01 09:40:11.347586,-580	1900	725	-292	-1667	-179
2023-08-01 09:40:11.380286,-1281	1788	716	-344	-1567	49
2023-08-01 09:40:11.408454,-463	1773	683	-378	-1543	89
2023-08-01 09:40:11.437628,-702	1790	745	-78	-1371	66
2023-08-01 09:40:11.470458,-814	1664	619	-95	-1527	-102
2023-08-01 09:40:11.502707,-1526	2685	521	-230	-1600	-291
2023-08-01 09:40:11.531603,-863	960	651	-274	-1618	-57
2023-08-01 09:40:11.564580,-589	1263	615	-300	-1582	-4
2023-08-01 09:40:11.592625,-1209	1228	667	-266	-1440	63
2023-08-01 09:40:11.626141,-1135	2233	618	-112	-1440	26
2023-08-01 09:40:11.658509,-619	3138	584	-141	-1497	-158
2023-08-01 09:40:11.691527,-925	2756	638	-299	-1470	-198
2023-08-01 09:40:11.724398,-1120	2729	646	-248	-1455	-53
2023-08-01 09:40:11.753066,-1356	2654	715	-229	-1295	-48
2023-08-01 09:40:11.785106,-796	2185	815	-178	-1298	84
2023-08-01 09:40:11.814046,-828	2913	665	-102	-1260	-62
2023-08-01 09:40:11.847274,-360	2992	627	-235	-1329	-244
2023-08-01 09:40:11.880077,-824	1448	725	-316	-1297	-99
2023-08-01 09:40:11.908388,-820	1422	685	-274	-1207	14
2023-08-01 09:40:11.941444,-886	2038	647	-244	-1063	-14
2023-08-01 09:40:11.970088,-833	2682	666	-88	-1050	-12
2023-08-01 09:40:12.002615,-1260	2145	684	-157	-1117	-119
2023-08-01 09:40:12.035205,-771	2848	625	-309	-1090	-196
2023-08-01 09:40:12.064045,-971	1929	710	-307	-1165	5
2023-08-01 09:40:12.096517,-1302	1915	630	-208	-964	-61
2023-08-01 09:40:12.125656,-666	1729	782	-152	-840	-21
2023-08-01 09:40:12.158396,-304	2587	585	-99	-886	-60
2023-08-01 09:40:12.186503,-260	3696	604	-216	-972	-148
2023-08-01 09:40:12.218744,-288	3152	562	-341	-921	-105
2023-08-01 09:40:12.248091,-1160	3397	667	-272	-871	-9
2023-08-01 09:40:12.281169,-572	1831	709	-100	-724	-122
2023-08-01 09:40:12.310085,-426	1946	656	-56	-624	-116
2023-08-01 09:40:12.342236,-1874	1932	715	-133	-668	-101
2023-08-01 09:40:12.375277,-1090	2308	642	-267	-698	-111
2023-08-01 09:40:12.404023,-1167	1913	616	-384	-760	14
2023-08-01 09:40:12.436209,-1069	2135	754	-221	-622	11
2023-08-01 09:40:12.465154,-773	1472	662	-122	-544	-77
2023-08-01 09:40:12.498394,-1364	2196	595	-50	-419	-129
2023-08-01 09:40:12.527176,-737	3079	621	-195	-475	-132
2023-08-01 09:40:12.559056,-671	2677	484	-333	-526	-47
2023-08-01 09:40:12.588610,-346	2450	769	-384	-567	17
2023-08-01 09:40:12.616783,-1082	1716	770	-189	-401	-58
2023-08-01 09:40:12.650065,-937	2109	752	-24	-343	-103
2023-08-01 09:40:12.678276,-1653	1260	575	-31	-241	-210
2023-08-01 09:40:12.711519,-876	1906	572	-289	-370	-118
2023-08-01 09:40:12.744273,-1016	2877	614	-368	-382	-26
2023-08-01 09:40:12.772238,-823	3057	707	-326	-359	44
2023-08-01 09:40:12.801155,-707	1976	675	-185	-267	-32
2023-08-01 09:40:12.829957,-1143	2112	707	27	-203	-96
2023-08-01 09:40:12.862731,-949	2421	658	-17	-141	-181
2023-08-01 09:40:12.895538,-1803	1625	652	-274	-199	-129
2023-08-01 09:40:12.924371,-1170	1851	695	-393	-300	40
2023-08-01 09:40:12.952861,-827	2186	721	-290	-120	59
2023-08-01 09:40:12.981503,-925	1729	581	-147	-143	-28
2023-08-01 09:40:13.010155,-914	1172	712	24	55	-165
2023-08-01 09:40:13.038621,-593	1972	724	-1	-18	-188
2023-08-01 09:40:13.071708,-1399	1929	647	-292	-104	-138
2023-08-01 09:40:13.100246,-1856	1729	620	-412	-93	-6
2023-08-01 09:40:13.128778,-1568	1108	744	-332	-167	81
2023-08-01 09:40:13.157953,-1698	1724	614	-123	-120	8
2023-08-01 09:40:13.186110,-847	1797	676	74	42	-201
2023-08-01 09:40:13.214392,-1427	1541	627	-43	-91	-223
2023-08-01 09:40:13.247567,-1910	1701	649	-322	-275	-110
2023-08-01 09:40:13.280168,-1284	2203	687	-369	-301	31
2023-08-01 09:40:13.309257,-741	2033	648	-277	-243	67
2023-08-01 09:40:13.338073,-1300	1599	783	-66	-141	-56
2023-08-01 09:40:13.366049,-774	992	751	103	-107	-185
2023-08-01 09:40:13.399007,-335	2706	603	-133	-193	-278
2023-08-01 09:40:13.428012,-472	2406	643	-341	-289	-95
2023-08-01 09:40:13.456467,-313	2191	632	-405	-356	27
2023-08-01 09:40:13.489546,-1138	1642	772	-284	-327	51
2023-08-01 09:40:13.518143,-830	2160	723	-51	-249	12
2023-08-01 09:40:13.546489,-1428	3208	660	31	-234	-184
2023-08-01 09:40:13.579123,-1589	2166	548	-115	-448	-241
2023-08-01 09:40:13.612713,-1207	1578	595	-321	-524	-89
2023-08-01 09:40:13.641041,-927	1850	730	-364	-529	108
2023-08-01 09:40:13.669022,-527	3013	705	-347	-331	37
2023-08-01 09:40:13.698288,-419	1890	775	-21	-381	2
2023-08-01 09:40:13.727359,-371	1352	510	-12	-357	-189
2023-08-01 09:40:13.760208,-552	2472	584	-119	-473	-318
2023-08-01 09:40:13.792692,-1689	3048	576	-325	-526	-152
2023-08-01 09:40:13.820660,-1395	3962	603	-336	-560	53
2023-08-01 09:40:13.850119,-1490	2931	732	-270	-432	60
2023-08-01 09:40:13.879277,-1122	1676	721	-97	-417	1
2023-08-01 09:40:13.907551,-641	1300	593	24	-398	-186
2023-08-01 09:40:13.940308,-456	1376	584	-83	-388	-335
2023-08-01 09:40:13.968875,-1187	1770	670	-381	-517	-103
2023-08-01 09:40:14.000758,-1213	1769	628	-392	-518	153
2023-08-01 09:40:14.034340,-1839	2107	641	-217	-343	101
2023-08-01 09:40:14.063112,-1014	1327	734	-94	-415	-23
2023-08-01 09:40:14.091313,-537	1432	631	35	-322	-288
2023-08-01 09:40:14.124591,-547	1341	651	-97	-481	-397
2023-08-01 09:40:14.152602,-1499	1532	598	-425	-480	-99
2023-08-01 09:40:14.185326,-682	3027	682	-374	-317	168
2023-08-01 09:40:14.214399,-709	2090	715	-258	-249	164
2023-08-01 09:40:14.243211,-476	1843	693	-49	-230	-21
2023-08-01 09:40:14.270595,-533	1771	659	76	-313	-231
2023-08-01 09:40:14.304509,-708	1808	674	-124	-324	-429
2023-08-01 09:40:14.333062,-634	3135	652	-383	-366	-59
2023-08-01 09:40:14.366184,-1233	3051	772	-359	-251	222
2023-08-01 09:40:14.394522,-1423	2541	722	-251	-191	118
2023-08-01 09:40:14.427139,-805	2050	728	-13	-182	-60
2023-08-01 09:40:14.455422,-903	1886	626	75	-350	-318
2023-08-01 09:40:14.488424,-1904	2284	616	-197	-325	-424
2023-08-01 09:40:14.517208,-669	3704	719	-405	-441	-7
2023-08-01 09:40:14.546340,-739	1946	645	-416	-380	271
2023-08-01 09:40:14.574318,-303	2459	743	-209	-278	115
2023-08-01 09:40:14.602708,-300	2159	773	35	-434	-95
2023-08-01 09:40:14.631968,-848	2322	747	61	-564	-357
2023-08-01 09:40:14.665003,-711	2038	721	-259	-567	-400
